-220.00000172E-6,0.0,2.5460000
-219.80000020E-6,-200.00000298E-3,2.5420001
-219.59999867E-6,-200.00000298E-3,2.5500002
-219.39999715E-6,0.0,2.5440001
-219.19999563E-6,-400.00000596E-3,2.5420001
-219.00000866E-6,-200.00000298E-3,2.5440001
-218.80000713E-6,-200.00000298E-3,2.5420001
-218.60000561E-6,0.0,2.5440001
-218.40000409E-6,0.0,2.5400002
-218.20000256E-6,-400.00000596E-3,2.5360000
-218.00000104E-6,-200.00000298E-3,2.5380001
-217.79999952E-6,-200.00000298E-3,2.5420001
-217.59999800E-6,-200.00000298E-3,2.5420001
-217.39999647E-6,-400.00000596E-3,2.5400002
-217.19999495E-6,-200.00000298E-3,2.5440001
-217.00000798E-6,-400.00000596E-3,2.5340002
-216.80000646E-6,0.0,2.5440001
-216.60000493E-6,0.0,2.5540001
-216.40000341E-6,-200.00000298E-3,2.5460000
-216.20000189E-6,0.0,2.5440001
-216.00000036E-6,0.0,2.5480001
-215.79999884E-6,-400.00000596E-3,2.5460000
-215.59999732E-6,0.0,2.5440001
-215.39999580E-6,0.0,2.5480001
-215.20000882E-6,0.0,2.5440001
-215.00000730E-6,0.0,2.5420001
-214.80000578E-6,0.0,2.5420001
-214.60000426E-6,0.0,2.5400002
-214.40000273E-6,-200.00000298E-3,2.5400002
-214.20000121E-6,-200.00000298E-3,2.5340002
-213.99999969E-6,-200.00000298E-3,2.5400002
-213.79999816E-6,200.00000298E-3,2.5340002
-213.59999664E-6,0.0,2.5380001
-213.39999512E-6,0.0,2.5400002
-213.20000815E-6,-200.00000298E-3,2.5340002
-213.00000662E-6,-200.00000298E-3,2.5360000
-212.80000510E-6,0.0,2.5340002
-212.60000358E-6,-200.00000298E-3,2.5340002
-212.40000206E-6,0.0,2.5340002
-212.20000053E-6,0.0,2.5320001
-211.99999901E-6,0.0,2.5340002
-211.79999749E-6,-200.00000298E-3,2.5360000
-211.59999596E-6,0.0,2.5360000
-211.39999444E-6,0.0,2.5320001
-211.20000747E-6,-200.00000298E-3,2.5340002
-211.00000595E-6,0.0,2.5280001
-210.80000442E-6,-200.00000298E-3,2.5380001
-210.60000290E-6,0.0,2.5420001
-210.40000138E-6,0.0,2.5380001
-210.19999986E-6,-200.00000298E-3,2.5380001
-209.99999833E-6,-200.00000298E-3,2.5440001
-209.79999681E-6,0.0,2.5360000
-209.59999529E-6,0.0,2.5360000
-209.40000832E-6,-400.00000596E-3,2.5400002
-209.20000679E-6,-200.00000298E-3,2.5380001
-209.00000527E-6,0.0,2.5400002
-208.80000375E-6,0.0,2.5360000
-208.60000222E-6,200.00000298E-3,2.5380001
-208.40000070E-6,200.00000298E-3,2.5380001
-208.19999918E-6,0.0,2.5380001
-207.99999766E-6,0.0,2.5360000
-207.79999613E-6,0.0,2.5380001
-207.59999461E-6,-200.00000298E-3,2.5380001
